emotion,image_url,image_hash
amusement,https://images.unsplash.com/photo-1524293568345-75d62c3664f7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxfHxhbXVzZW1lbnQlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk0MHww&ixlib=rb-4.0.3&q=80&w=1080,765dad9aefe00d05178c7ad99d73c7e6
amusement,https://images.unsplash.com/photo-1489710437720-ebb67ec84dd2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwyfHxhbXVzZW1lbnQlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk0MHww&ixlib=rb-4.0.3&q=80&w=1080,0aa65cecfffb96337acd1628fe7e303a
amusement,https://images.unsplash.com/photo-1560153540-1206ff502a84?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwzfHxhbXVzZW1lbnQlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk0MHww&ixlib=rb-4.0.3&q=80&w=1080,a99522039ca6c81ecb785a74ec947470
amusement,https://images.unsplash.com/photo-1551176752-07cc6865ef23?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw0fHxhbXVzZW1lbnQlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk0MHww&ixlib=rb-4.0.3&q=80&w=1080,86e1c3e5b109691fbc92b35100a351ca
amusement,https://images.unsplash.com/photo-1576342351769-f43503184a77?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw1fHxhbXVzZW1lbnQlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk0MHww&ixlib=rb-4.0.3&q=80&w=1080,099f58f0966dacdfa8584667ea67596e
amusement,https://images.unsplash.com/photo-1644316641814-7217857c09e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw2fHxhbXVzZW1lbnQlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk0MHww&ixlib=rb-4.0.3&q=80&w=1080,d339561145084dcaa21d3af8a4235b37
amusement,https://images.unsplash.com/photo-1521075486433-bf4052bb37bc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw3fHxhbXVzZW1lbnQlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk0MHww&ixlib=rb-4.0.3&q=80&w=1080,6d7df74d9aab56442c6c75b351610df7
amusement,https://images.unsplash.com/photo-1619431843897-4676bff0c286?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw4fHxhbXVzZW1lbnQlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk0MHww&ixlib=rb-4.0.3&q=80&w=1080,df3ea2bd29c2eae515cf57d141baf0c8
amusement,https://images.unsplash.com/photo-1619431843665-54babc76ac8c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw5fHxhbXVzZW1lbnQlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk0MHww&ixlib=rb-4.0.3&q=80&w=1080,749f4df94c7ff60e823802cd50165b2b
amusement,https://images.unsplash.com/photo-1603792907191-89e55f70099a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxMHx8YW11c2VtZW50JTIwZW1vdGlvbnxlbnwwfHx8fDE2OTgwNTE5NDB8MA&ixlib=rb-4.0.3&q=80&w=1080,566fcedd1ada9baeb21758669a7a8bac
anger,https://images.unsplash.com/photo-1653067415490-e83562337955?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxfHxhbmdlciUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUxOTczfDA&ixlib=rb-4.0.3&q=80&w=1080,4ca3fd73676d6d2171c425bfb2120d00
anger,https://images.unsplash.com/photo-1619431843665-54babc76ac8c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwyfHxhbmdlciUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUxOTczfDA&ixlib=rb-4.0.3&q=80&w=1080,604b86601c839b97b0e3e3da732d3970
anger,https://images.unsplash.com/photo-1605595988901-3d06601c38ad?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwzfHxhbmdlciUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUxOTczfDA&ixlib=rb-4.0.3&q=80&w=1080,74228bbb63320a63378d26ea04f2f958
anger,https://images.unsplash.com/photo-1609852234838-147db6815968?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw0fHxhbmdlciUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUxOTczfDA&ixlib=rb-4.0.3&q=80&w=1080,6b14ef1de7d5a799afda64f1e4addb64
anger,https://images.unsplash.com/photo-1620229948069-0da33195f2df?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw1fHxhbmdlciUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUxOTczfDA&ixlib=rb-4.0.3&q=80&w=1080,fad170e1081c1e5e6d7ae2455d6c6edf
anger,https://images.unsplash.com/photo-1621094817054-3ae954943e89?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw2fHxhbmdlciUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUxOTczfDA&ixlib=rb-4.0.3&q=80&w=1080,8c9e46b5e5d6e0ee0ac1809b6e75d706
anger,https://images.unsplash.com/photo-1592623159714-59671c62aebd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw3fHxhbmdlciUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUxOTczfDA&ixlib=rb-4.0.3&q=80&w=1080,38082aa45826a58e1ba176b7d35a1d0e
anger,https://images.unsplash.com/photo-1529507926971-06fcbcc8cf2f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw4fHxhbmdlciUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUxOTczfDA&ixlib=rb-4.0.3&q=80&w=1080,db87adc0013388a4eea258eefa93a3b8
anger,https://images.unsplash.com/photo-1505274664176-44ccaa7969a8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw5fHxhbmdlciUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUxOTczfDA&ixlib=rb-4.0.3&q=80&w=1080,1d8dfdd7eddbcbdfec7447eebbe0dac7
anger,https://images.unsplash.com/photo-1529507672001-41b8facb0e2a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxMHx8YW5nZXIlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MTk3M3ww&ixlib=rb-4.0.3&q=80&w=1080,1e174a888e3630831d576fa5e4c73f67
annoyance,https://images.unsplash.com/photo-1521075486433-bf4052bb37bc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxfHxhbm5veWFuY2UlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjAyMXww&ixlib=rb-4.0.3&q=80&w=1080,4c5130fa5ccec043663735fa8e21e8c0
annoyance,https://images.unsplash.com/photo-1619431843897-4676bff0c286?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwyfHxhbm5veWFuY2UlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjAyMXww&ixlib=rb-4.0.3&q=80&w=1080,4ec857ee2042af4848f38c121d8d62fd
annoyance,https://images.unsplash.com/photo-1619431843665-54babc76ac8c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwzfHxhbm5veWFuY2UlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjAyMXww&ixlib=rb-4.0.3&q=80&w=1080,54cddf5edb666e868d8aacfadb016359
annoyance,https://images.unsplash.com/photo-1603792907191-89e55f70099a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw0fHxhbm5veWFuY2UlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjAyMXww&ixlib=rb-4.0.3&q=80&w=1080,08a41b65f78cd6df23a01cb5f0126cf2
annoyance,https://images.unsplash.com/photo-1422544834386-d121ef7c6ea8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw1fHxhbm5veWFuY2UlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjAyMXww&ixlib=rb-4.0.3&q=80&w=1080,1f8521fb79f93141c7275f6d5e183b0c
annoyance,https://images.unsplash.com/photo-1517832207067-4db24a2ae47c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw2fHxhbm5veWFuY2UlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjAyMXww&ixlib=rb-4.0.3&q=80&w=1080,6d330daca84ca468e80e1dbd9a3acf94
annoyance,https://images.unsplash.com/photo-1605595988901-3d06601c38ad?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw3fHxhbm5veWFuY2UlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjAyMXww&ixlib=rb-4.0.3&q=80&w=1080,811c30beb19f998505700b8dcd415fcc
annoyance,https://images.unsplash.com/photo-1500099817043-86d46000d58f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw4fHxhbm5veWFuY2UlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjAyMXww&ixlib=rb-4.0.3&q=80&w=1080,36988fc0d20209a14b7b88b8724b924c
annoyance,https://images.unsplash.com/photo-1524293568345-75d62c3664f7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw5fHxhbm5veWFuY2UlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjAyMXww&ixlib=rb-4.0.3&q=80&w=1080,1799735fa64d53d579561a483010808a
annoyance,https://images.unsplash.com/photo-1542865763-0339b28c4a34?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxMHx8YW5ub3lhbmNlJTIwZW1vdGlvbnxlbnwwfHx8fDE2OTgwNTIwMjF8MA&ixlib=rb-4.0.3&q=80&w=1080,5b80d61bce5273e4dd4c9a4afcd4b6ac
approval,https://images.unsplash.com/photo-1521075486433-bf4052bb37bc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxfHxhcHByb3ZhbCUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUyMDY0fDA&ixlib=rb-4.0.3&q=80&w=1080,3579ce893c2f3d6a3d6a4dcf645a75ea
approval,https://images.unsplash.com/photo-1619431843897-4676bff0c286?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwyfHxhcHByb3ZhbCUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUyMDY0fDA&ixlib=rb-4.0.3&q=80&w=1080,4ed4e17ad3573577d585e658d7155d77
approval,https://images.unsplash.com/photo-1619431843665-54babc76ac8c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwzfHxhcHByb3ZhbCUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUyMDY0fDA&ixlib=rb-4.0.3&q=80&w=1080,53f97b8de31da34a6088731e1b3c98a7
approval,https://images.unsplash.com/photo-1603792907191-89e55f70099a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw0fHxhcHByb3ZhbCUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUyMDY0fDA&ixlib=rb-4.0.3&q=80&w=1080,b2802727471801d59c2d051da55b34f1
approval,https://images.unsplash.com/photo-1422544834386-d121ef7c6ea8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw1fHxhcHByb3ZhbCUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUyMDY0fDA&ixlib=rb-4.0.3&q=80&w=1080,fd2d9ffbb10d243f4d302f1a83f004ff
approval,https://images.unsplash.com/photo-1517832207067-4db24a2ae47c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw2fHxhcHByb3ZhbCUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUyMDY0fDA&ixlib=rb-4.0.3&q=80&w=1080,815b4314ec5803a31d152d8c9458e07c
approval,https://images.unsplash.com/photo-1605595988901-3d06601c38ad?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw3fHxhcHByb3ZhbCUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUyMDY0fDA&ixlib=rb-4.0.3&q=80&w=1080,db1f009cae485777ad946198fe4c59b5
approval,https://images.unsplash.com/photo-1500099817043-86d46000d58f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw4fHxhcHByb3ZhbCUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUyMDY0fDA&ixlib=rb-4.0.3&q=80&w=1080,dd9db691f4f3a905bf6f8b76efc9bbce
approval,https://images.unsplash.com/photo-1524293568345-75d62c3664f7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw5fHxhcHByb3ZhbCUyMGVtb3Rpb258ZW58MHx8fHwxNjk4MDUyMDY0fDA&ixlib=rb-4.0.3&q=80&w=1080,577a4f42e71f5d7a092cdc6fcfa56c30
approval,https://images.unsplash.com/photo-1542865763-0339b28c4a34?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxMHx8YXBwcm92YWwlMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjA2NHww&ixlib=rb-4.0.3&q=80&w=1080,6787cfe6002395ac19cb073f6c410b51
caring,https://images.unsplash.com/photo-1500099817043-86d46000d58f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxfHxjYXJpbmclMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjEwN3ww&ixlib=rb-4.0.3&q=80&w=1080,c541a5c599affe761dc953b418f0fc29
caring,https://images.unsplash.com/photo-1601297132048-941b5a1f84a6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwyfHxjYXJpbmclMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjEwN3ww&ixlib=rb-4.0.3&q=80&w=1080,97a6c63c3b845f6a37baafc58dcfc81b
caring,https://images.unsplash.com/photo-1560251180-4d89132cdab2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwzfHxjYXJpbmclMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjEwN3ww&ixlib=rb-4.0.3&q=80&w=1080,9b00d00489f4da8dbede59e9f22cbef1
caring,https://images.unsplash.com/photo-1516316738887-4a44ea67ef7e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw0fHxjYXJpbmclMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjEwN3ww&ixlib=rb-4.0.3&q=80&w=1080,cedaa85ea2defc59e3482802a55d514e
caring,https://images.unsplash.com/photo-1560251180-24d389314061?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw1fHxjYXJpbmclMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjEwN3ww&ixlib=rb-4.0.3&q=80&w=1080,24372acf050eaf1fa60b3db840adba1f
caring,https://images.unsplash.com/photo-1578908853724-9f9d10df898c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw2fHxjYXJpbmclMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjEwN3ww&ixlib=rb-4.0.3&q=80&w=1080,b7c2ae5a1ebf4bf2c094e18cbedaa53d
caring,https://images.unsplash.com/photo-1560251180-23988263049a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw3fHxjYXJpbmclMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjEwN3ww&ixlib=rb-4.0.3&q=80&w=1080,06d20082dafc8c3ac695ac035318a6ab
caring,https://images.unsplash.com/photo-1469571486292-0ba58a3f068b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw4fHxjYXJpbmclMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjEwN3ww&ixlib=rb-4.0.3&q=80&w=1080,7206fb6f9ce6f94b47bd59fd7f845233
caring,https://images.unsplash.com/reserve/Af0sF2OS5S5gatqrKzVP_Silhoutte.jpg?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw5fHxjYXJpbmclMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjEwN3ww&ixlib=rb-4.0.3&q=80&w=1080,b1116d5149f67de6ac52e88c1bfca110
caring,https://images.unsplash.com/photo-1517832207067-4db24a2ae47c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxMHx8Y2FyaW5nJTIwZW1vdGlvbnxlbnwwfHx8fDE2OTgwNTIxMDd8MA&ixlib=rb-4.0.3&q=80&w=1080,47c434f74faa37f38f821646116c4d50
confusion,https://images.unsplash.com/photo-1583264277162-da442576693d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxfHxjb25mdXNpb24lMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE0MHww&ixlib=rb-4.0.3&q=80&w=1080,26c00faf26bbae4d970f4005847f3491
confusion,https://images.unsplash.com/photo-1509399693673-755307bfc4e1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwyfHxjb25mdXNpb24lMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE0MHww&ixlib=rb-4.0.3&q=80&w=1080,4e0e48c580714aee30c9e4020af7e1cd
confusion,https://images.unsplash.com/photo-1620077399971-431e7ea0cf0c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwzfHxjb25mdXNpb24lMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE0MHww&ixlib=rb-4.0.3&q=80&w=1080,2a34204934a97d3f86867b66d3b7a097
confusion,https://images.unsplash.com/photo-1633105095489-b3be8406bd25?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw0fHxjb25mdXNpb24lMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE0MHww&ixlib=rb-4.0.3&q=80&w=1080,b5095c375dade1b4fc88debaf49e4f6e
confusion,https://images.unsplash.com/photo-1521075486433-bf4052bb37bc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw1fHxjb25mdXNpb24lMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE0MHww&ixlib=rb-4.0.3&q=80&w=1080,685e1ba66bbdadc47ddef9ca99058da1
confusion,https://images.unsplash.com/photo-1502298411556-0b02524812cb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw2fHxjb25mdXNpb24lMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE0MHww&ixlib=rb-4.0.3&q=80&w=1080,69beae29e74cdfbde0eb90f63a319616
confusion,https://images.unsplash.com/photo-1619431843897-4676bff0c286?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw3fHxjb25mdXNpb24lMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE0MHww&ixlib=rb-4.0.3&q=80&w=1080,99a0f4ca20f6e4fcb4eb39564d2d21ee
confusion,https://images.unsplash.com/photo-1520787639244-df790073d052?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw4fHxjb25mdXNpb24lMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE0MHww&ixlib=rb-4.0.3&q=80&w=1080,596913447d3e7e8e5f1f169fe37110d5
confusion,https://images.unsplash.com/photo-1619431843665-54babc76ac8c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHw5fHxjb25mdXNpb24lMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE0MHww&ixlib=rb-4.0.3&q=80&w=1080,b6e24c0e65b663ac5da3a84c27fa7e28
confusion,https://images.unsplash.com/photo-1603792907191-89e55f70099a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxMHx8Y29uZnVzaW9uJTIwZW1vdGlvbnxlbnwwfHx8fDE2OTgwNTIxNDB8MA&ixlib=rb-4.0.3&q=80&w=1080,beed73728036f1868cd9d2a75ae7f66c
curiosity,https://images.unsplash.com/photo-1636109295953-090a28550d25?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwxfHxjdXJpb3NpdHklMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE3N3ww&ixlib=rb-4.0.3&q=80&w=1080,253617971fdb24d25d62b2ec81b4b430
curiosity,https://images.unsplash.com/photo-1639816053555-d98361d425e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w1MTkxODd8MHwxfHNlYXJjaHwyfHxjdXJpb3NpdHklMjBlbW90aW9ufGVufDB8fHx8MTY5ODA1MjE3N3ww&ixlib=rb-4.0.3&q=80&w=1080,49614e850ed49dd70704e9ce87e0f058
